id,rooms,address,price,lat,lon,canton
1079,3.5,"Semsales, Route de la Rougève 128",1820,46.5669520,6.9026018,fribourg
1080,3.5,"Fräschels, Schmiedstrasse 63",1900,46.9976963,7.2084310,fribourg
1081,3.5,"Bulle, Rue de Gruyères 54",1235,46.6149958,7.0579313,fribourg
1082,4.5,"Fribourg, Rue du Botzet 3",1860,46.7967735,7.1563672,fribourg
1083,3.5,"Fribourg, Chemin de Jolimont 12",1360,46.8027842,7.1491093,fribourg
1084,3.5,"Bulle, Chemin du Général-Castella 9",1290,46.6239588,7.0636526,fribourg
1085,3.5,"Fribourg, Route de Marly 27",1495,46.7904086,7.1600620,fribourg
1086,4,"Fribourg, Chemin Monséjour 15",1380,46.8012962,7.1464166,fribourg
1087,4.5,"Avry-sur-Matran, Rue Marie-Favre 36",1890,46.7898127,7.0706536,fribourg
1088,3.5,"Marly, Rue des Frères-Lumière 27",1800,46.7747230,7.1559283,fribourg
1089,4.5,"Marly, Rue des Frères-Lumière 16",1685,46.7747259,7.1547099,fribourg
1090,4.5,"Neirivue, Route de Planchamp 13",1765,46.5272845,7.0579492,fribourg
1091,3.5,"Morat, Hauptgasse 5",1950,46.9280929,7.1161862,fribourg
1092,4.5,"Cousset, Cousset Centre 6",1200,46.8182043,6.9772250,fribourg
1093,3.5,"Neyruz FR, Route En Champ-Didon 104",1500,46.7726818,7.0741769,fribourg
1094,1,"Estavayer-le-Lac, Cité la Rosière 7",850,46.8457744,6.8412875,fribourg
1095,3.5,"Courtepin, Route du Postillon 54",1650,46.8600856,7.1270452,fribourg
1096,5.5,"Matran, IMP. CHAMP-RIOND 22",3140,46.7875600,7.1043922,fribourg
1097,3.5,"La Tour-de-Trême, Chemin de la Colline 15",1490,46.6076134,7.0638335,fribourg
1098,3.5,"Léchelles, Impasse des Cigognes 23",1530,46.8278377,7.0135562,fribourg
1099,3.5,"Fribourg, Avenue Jean-Marie Musy 2",1390,46.8071305,7.1757113,fribourg
1100,5.5,"Onnens FR, Route des Moilles 4",1990,46.7754489,7.0403219,fribourg
1101,5.5,"Marly, Rue des Frères-Lumière 20",2650,46.7744500,7.1558767,fribourg
1102,1.5,"Romont FR, Rue du Château 115",850,46.6940908,6.9179845,fribourg
1103,3.5,"Fribourg, Route de la Glâne 17A",1604,46.7951454,7.1442813,fribourg
1104,2.5,"Billens, Chemin du Riau 4a",1720,46.6908288,6.8975371,fribourg
1105,3.5,"Plaffeien, Dorfstrasse 16/16a",1340,46.7415379,7.2857162,fribourg
1106,6.5,"1566 Les Friques, Contact agency for the address",2980,46.9035211,6.9883288,fribourg
1107,2.5,"Marly, Allée Charles-Edouard-Guillaume 11",1500,46.7761988,7.1540352,fribourg
1108,4.5,"3284 Fräschels, Contact agency for the address",1650,46.9987610,7.2083865,fribourg
1109,3.5,"Estavayer-le-Lac, Champ-de-Lune 4",1720,46.8504981,6.8578429,fribourg
1110,2.5,"Marly, Allée Charles Edouard Guillaume 5",1400,46.7754880,7.1539866,fribourg
1111,3.5,"Bulle, Rue Pierre-Ardieu 22",1330,46.6159312,7.0499482,fribourg
1112,N/A,"1468 Cheyres, Contact agency for the address",2200,46.8204696,6.7969113,fribourg
1113,1.5,"Fribourg, Chemin de Jolimont 10",960,46.8027568,7.1489260,fribourg
1114,4.5,"Düdingen, Finkenweg 12",1430,46.8540840,7.1981650,fribourg
1115,2.5,"Marly, Allée Charles-Edouard-Guillaume 2",1470,46.7756890,7.1563470,fribourg
1116,3.5,"Fribourg, CH. MONTREVERS 31",1800,46.8099544,7.1539408,fribourg
1117,4.5,"Fribourg, Boulevard de Pérolles 34",1900,46.7985978,7.1533623,fribourg
1118,3.5,"Bonnefontaine, Route de Bonnefontaine 1",1125,46.7459439,7.1965419,fribourg
1119,5.5,"Estavayer-le-Lac, Croix-de-Pierre 12",1790,46.8433492,6.8562273,fribourg
1120,3.5,"Bulle, Chemin des Crêts 21",1700,46.6199538,7.0548270,fribourg
1121,2,"Fribourg, Route de Bertigny 23",1210,46.8027105,7.1432031,fribourg
1122,3.5,"Ursy, Route de Moudon 45",1485,46.6379395,6.8314618,fribourg
1123,4.5,"Matran, IMP. CHAMP-RIOND 7",2130,46.7876928,7.1036580,fribourg
1124,4.5,"Matran, IMP. CHAMP-RIOND 8",2140,46.7886392,7.1042938,fribourg
1125,4.5,"Granges-Paccot, Rte du Coteau 46",1530,46.8193854,7.1440283,fribourg
1126,1.5,"Romont FR, Pré de la Grange 25",860,46.6869248,6.9153819,fribourg
1127,2.5,"Marly, Rue des Frères-Lumières 14",1550,46.7748031,7.1543092,fribourg
1128,2.5,"Fribourg, rte Joseph-Chaley 39",1170,46.8050141,7.1776027,fribourg
1129,4.5,"Romont FR, Route de Raboud",1650,46.6776715,6.9054989,fribourg
1130,3.5,"Bulle, Rue du Câro 42",1700,46.6265490,7.0641955,fribourg
1131,3.5,"Fribourg, Impasse Castel 8",1430,46.8159324,7.1744593,fribourg
1132,4.5,"Romont FR, Place de la Perrausa 2",1380,46.6871889,6.9107912,fribourg
1133,3.5,"Bulle, Rue de la Léchère 45",1550,46.6238961,7.0536642,fribourg
1134,4.5,"Fribourg, Chemin Montrevers 7",1760,46.8116160,7.1567300,fribourg
1135,4.5,"Marly, Rue des Frères-Lumière 27",1950,46.7747230,7.1559283,fribourg
1136,4.5,"Estavayer-le-Lac, Chemin de la Prairie 6",1703,46.8408273,6.8468418,fribourg
1137,1,"Düdingen, Hauptstrasse 25",470,46.8482487,7.1897360,fribourg
1138,3,"Villars-sur-Glâne, Chemin des Peupliers 1/2/3",1300,46.7928967,7.1152125,fribourg
1139,3.5,"Treyvaux, Route du Barrage 12",1200,46.7269440,7.1351483,fribourg
1140,3.5,"1470 Estavayer-le-Lac, Contact agency for the address",1900,46.8513031,6.8433898,fribourg
1141,3.5,"Bulle, Rue de vevey 64",1850,46.6156319,7.0531327,fribourg
1142,4.5,"Granges-Paccot, Allée des Sources 6",2050,46.8211696,7.1544359,fribourg
1143,2.5,"Giffers, Spichermatte 10",950,46.7634175,7.2095092,fribourg
1144,5.5,"Charmey (Gruyère), Rue du Centre 34",1790,46.6187256,7.1649715,fribourg
1145,3.5,"La Roche FR, Zible 14",1550,46.6997056,7.1417835,fribourg
1146,3.5,"Fribourg, Rue St-Paul 5",1470,46.7986647,7.1517627,fribourg
1147,2,"Fribourg, Route Sainte-Thérèse 6",1010,46.8108512,7.1479119,fribourg
1148,3.5,"Matran, IMP. CHAMP-RIOND 24",1820,46.7876685,7.1046011,fribourg
1149,2.5,"Düdingen, Halta 24",1377,46.8494530,7.1873063,fribourg
1150,4.5,"Matran, IMP. CHAMP-RIOND 26",2150,46.7877683,7.1048624,fribourg
1151,3.5,"Domdidier, Rue Centrale 8",1650,46.8674996,7.0124108,fribourg
1152,4.5,"Fribourg, Avenue de Beauregard 12",2050,46.8019802,7.1475673,fribourg
1153,3.5,"Estavayer-le-Lac, Rue de l'Hôtel-de-Ville 3",1550,46.8493940,6.8471260,fribourg
1154,3.5,"Bulle, Rue de la Lécheretta 23",1680,46.6193173,7.0555043,fribourg
1155,4,"Fribourg, route des arsenaux 6",2850,46.7983394,7.1492634,fribourg
1156,4.5,"Wünnewil, Eichenstrasse 2",1714,46.8747175,7.2810463,fribourg
1157,3.5,"Cugy FR, Route de Fétigny 10",1450,46.8142338,6.8871655,fribourg
1158,4.5,"Fribourg, Passage du Cardinal 14",1955,46.7992863,7.1479080,fribourg
1159,3.5,"Fribourg, rte Joseph-Chaley 37",1340,46.8050141,7.1777777,fribourg
1160,4.5,"La Tour-de-Trême, Chemin des Noisetiers 24",2065,46.6049554,7.0711979,fribourg
1161,2.5,"Villars-sur-Glâne, Route de Villars-Vert 16",1150,46.7994397,7.1298521,fribourg
1162,3,"La Tour-de-Trême, Rue du Donjon 2",1890,46.6086709,7.0668848,fribourg
1163,2.5,"Billens, Chemin du Riau 4a",1290,46.6908288,6.8975371,fribourg
1164,3.5,"Marly, Allée Charles-Edouard-Guillaume 4b",2150,46.7758523,7.1557915,fribourg
1165,3.5,"Courtaman, Hauptstrasse 164",1140,46.8735206,7.1378372,fribourg
1166,2.5,"Fétigny, Le Village 157",2100,46.7974137,6.9168081,fribourg
1167,3.5,"Fribourg, Route des Arsenaux 20",1527,46.7957132,7.1519843,fribourg
1168,4.5,"Riaz, La Perrausa 10",1535,46.6399790,7.0640238,fribourg
1169,3,"Fribourg, Impasse de la Forêt 14",995,46.8127894,7.1711461,fribourg
1170,5.5,"Mézières FR, Route de l'Eglise 38",2490,46.6800720,6.9320466,fribourg
1171,6.5,"Estavayer-le-Lac, Rue de l'Hôtel-de-Ville 12",2500,46.8492025,6.8466299,fribourg
1172,4.5,"Villars-sur-Glâne, ch. de Beaulieu 7",1845,46.7928387,7.1121371,fribourg
1173,3.5,"Farvagny-le-Grand, Route de Fribourg 34",1335,46.7235580,7.0687074,fribourg
1174,4.5,"Fribourg, Chemin de Monséjour 6",1890,46.8007374,7.1467965,fribourg
1175,4.5,"Billens, Chemin du Riau 4a",1960,46.6908312,6.8975315,fribourg
1176,3.5,"Heitenried, Dorfstrasse 21",1510,46.8264724,7.3011896,fribourg
1177,3,"Fribourg, Route de Bertigny 27",1380,46.8031411,7.1431774,fribourg
1178,2.5,"Marly, Allée Charles Edouard Guillaume 3",1310,46.7766941,7.1542682,fribourg
1179,3.5,"1700 Fribourg, Contact agency for the address",2200,46.8073807,7.1603147,fribourg
1180,4.5,"Fribourg, Rue de la Carrière 20",1810,46.8034141,7.1455557,fribourg
1181,4.5,"Fribourg, Av. Jean-Marie Musy 9",1290,46.8094247,7.1759166,fribourg
1182,4.5,"Alterswil FR, Alpenblick 10",1450,46.7945255,7.2620532,fribourg
1183,3,"Fribourg, Route de l'Aurore 2 B",1340,46.8120744,7.1511327,fribourg
1184,4,"Fribourg, Rte de la Pisciculture 17",1490,46.7899031,7.1592956,fribourg
1185,3.5,"1534 Chapelle (Broye), Contact agency for the address",1900,46.7633834,6.8492982,fribourg
1186,3.5,"Fribourg, Passage du Cardinal 4",1920,46.7988493,7.1474770,fribourg
1187,3.5,"Bulle, Rue de la Lécheretta 27",1830,46.6190578,7.0554751,fribourg
1188,2,"Bulle, Rue de la Léchère 61",1430,46.6258072,7.0509081,fribourg
1189,3.5,"Düdingen, Peterstrasse 27",1310,46.8531040,7.1984315,fribourg
1190,4.5,"Villars-sur-Glâne, Route du Platy 14",2100,46.7900350,7.1353205,fribourg
1191,1.5,"Fribourg, Rue de l'Hôpital 37",700,46.8063377,7.1541799,fribourg
1192,3.5,"Farvagny-le-Petit, Route de Fribourg 87",1770,46.7290634,7.0745191,fribourg
1193,3.5,"Grolley, Champ-Clos 6",1429,46.8311679,7.0609316,fribourg
1194,3.5,"Crésuz, Route de la Savignière 1",1900,46.6192784,7.1410586,fribourg
1195,4.5,"Schmitten FR, Wünnewilstrasse 6",1395,46.8618316,7.2602714,fribourg
1196,4,"Villars-sur-Glâne, Chemin de la Fontaine 6",1590,46.7903025,7.1197056,fribourg
1197,1.5,"Marly, Allée Charles Edouard Guillaume 5",980,46.7754880,7.1539866,fribourg
1198,5.5,"Marly, Allée Charles-Edouard-Guillaume 4b",3090,46.7758523,7.1557915,fribourg
1199,4.5,"Granges-Paccot, Route des Grives 9",1270,46.8207076,7.1496339,fribourg
1200,3.5,"Fribourg, Rte de Bertigny 13",1655,46.8025310,7.1440397,fribourg
1201,1.5,"Fribourg, Chemin de Bonlieu 14",680,46.8122038,7.1421877,fribourg
1202,3.5,"Rue, Rue de la Chapellenie 3",1390,46.6191049,6.8219081,fribourg
1203,3.5,"Düdingen, Chännelmattstrasse 65",1548,46.8446455,7.1986060,fribourg
1204,3,"Fribourg, Route de la Gruyère 19",1390,46.7948286,7.1424632,fribourg
1205,4.5,"Marly, Chemin des Epinettes 63",1770,46.7791104,7.1497176,fribourg
1206,5,"Villars-sur-Glâne, Route du Fort St-Jacques 135",1951,46.7986085,7.1356038,fribourg
1207,3,"Düdingen, Haslerastr. 13",1250,46.8543650,7.1990420,fribourg
1208,4,"Düdingen, Brugerastrase 6",2830,46.8502005,7.1951666,fribourg
1209,4,"Estavayer-le-Lac, Cité du Bel Air 6",1323,46.8413029,6.8452314,fribourg
1210,3.5,"La Tour-de-Trême, Chemin de la Colline 7",1650,46.6073840,7.0632480,fribourg
1211,3.5,"Marly, Allée Charles-Edouard-Guillaume 11",1720,46.7761988,7.1540352,fribourg
1212,3.5,"St-Aubin FR, Route de la Côte 19",1650,46.8897530,6.9786557,fribourg
1213,5.5,"Fribourg, Rue de Lausanne 18",2690,46.8057344,7.1598401,fribourg
1214,4.5,"Romont FR, Chemin de la Côte 17",1500,46.6911364,6.9157591,fribourg
1215,2.5,"Morrens VD, chemin de l'Orme 4",1870,46.5913704,6.6245418,vaud
1216,5.5,"Cully, Rue de la Justice 5",3500,46.4891726,6.7301380,vaud
1217,2.5,"Les Charbonnières, Crettets 4",1200,46.6652923,6.3155170,vaud
1218,4,"Burtigny, Au centre du village",N/A,46.4690822,6.2561554,vaud
1219,5,"Pully, En 1ère ligne du Lac",13800,46.5058155,6.6651767,vaud
1220,4.5,"Vich, Au coeur du Village",3300,46.4309991,6.2507671,vaud
1221,N/A,"Henniez, Rue du village 10",1400,46.7425408,6.8832457,vaud
1222,3.5,"1425 Onnens VD, Contact agency for the address",1900,46.8460364,6.6841057,vaud
1223,5.5,"1095 Lutry, Contact agency for the address",5200,46.5073256,6.6851962,vaud
1224,5.5,"Cossonay-Ville, Grand-Rue 13",2200,46.6149806,6.5071393,vaud
1225,5.5,"Chavannes-de-Bogis, Chemin des Pralies",3800,46.3422616,6.1652150,vaud
1226,N/A,"Lausanne, Av. d'Ouchy 58",2800,46.5087576,6.6273954,vaud
1227,2.5,"Nyon, Chem. de la Jardinière 5",N/A,46.3823795,6.2244952,vaud
1228,4.5,"Lausanne, Avenue de Rumine 48, Lausanne",3250,46.5288744,6.6242186,vaud
1229,3.5,"Lausanne, Rue Bellefontaine 2",N/A,46.5164490,6.6380107,vaud
1230,2.5,"Prilly, Vallombreuse 55",2020,46.5357155,6.6125481,vaud
1231,3.5,"Pully, Chemin de Villardiez 11, 1009 Pully",N/A,46.5152224,6.6604198,vaud
1232,3.5,"Belmont-sur-Lausanne, Chemin de la Mouette 9",3050,46.5171378,6.6768735,vaud
1233,4.5,"Ballaigues, Chemin de l'Aubépine 4",2190,46.7299551,6.4132080,vaud
1234,4.5,"Froideville, Réservoir 1A",2000,46.6021774,6.6797324,vaud
1235,2.5,"Thierrens, Rte de Moudon 7",1300,46.7038422,6.7563014,vaud
1236,2.5,"Lausanne, Rue Etraz 16",1102,46.5190014,6.6397343,vaud
1237,2,"Prilly, Avenue de la Vallombreuse 53",1800,46.5355110,6.6126617,vaud
1238,1,"Chavannes-près-Renens, Route de la Plaine 5",1050,46.5260103,6.5728078,vaud
1239,2,"Villars-sur-Ollon, Les Rochegrises",2200,46.2923889,7.0609175,vaud
1240,3.5,"Arzier-Le Muids, Ch. de la Rencontre 4",2300,46.4612114,6.2088651,vaud
1241,3,"Morges, Rives-de-la-Morges 5",1590,46.5079817,6.4951292,vaud
1242,3.5,"Chexbres, Route du Genevrex 27",2100,46.4844284,6.7738291,vaud
1243,4.5,"Yverdon-les-Bains, Rue d'Orbe 45",1920,46.7793906,6.6329454,vaud
1244,2,"Vevey, Avenue General-Guisan 42",1300,46.4657346,6.8381296,vaud
1245,1,"Ste-Croix, Rue de la Promenade 1",700,46.8230349,6.5023571,vaud
1246,4.5,"1009 Pully, Contact agency for the address",3300,46.5096008,6.6674395,vaud
1247,3,"Aigle, Rue du Rhône 1",1600,46.3168276,6.9676591,vaud
1248,2,"Ropraz, Les Marronniers",940,46.6108089,6.7576885,vaud
1249,3,"Gland, Rue du Riant-Coteau 120",1858,46.4175133,6.2803615,vaud
1250,2.5,"Yverdon-les-Bains, Rue des Oiseaux 5",1590,46.7748806,6.6337855,vaud
1251,3,"1820 Montreux, Contact agency for the address",1950,46.4299973,6.9120444,vaud
1252,2,"Lausanne, Rue Clos-de-Bulle 6",1100,46.5242666,6.6307400,vaud
1253,3.5,"Lausanne, Parc du Loup 5A/B & Rte des Plaines-du-Loup 39A/B",2163,46.5379582,6.6218920,vaud
1254,2,"Vevey, Rue des Marronniers 10",1272,46.4664208,6.8426829,vaud
1255,3.5,"Vich, Pont-Farbel 11",2200,46.4138264,6.2556853,vaud
1256,5.5,"Avenches, Route de la Guérite 6",1689,46.8862250,7.0457919,vaud
1257,4.5,"1610 Oron-la-Ville, Contact agency for the address",2800,46.5736432,6.8208311,vaud
1258,3.5,"1180 Rolle, Contact agency for the address",2500,46.4598529,6.3424936,vaud
1259,1,"Nyon, Ch. des Cottages 7",1150,46.3936981,6.2290321,vaud
1260,3.5,"Lausanne, Avenue Virgile-Rossel 12",1970,46.5199298,6.6430173,vaud
1261,2,"Vevey, Avenue Rolliez 12",1350,46.4590967,6.8560048,vaud
1262,2.5,"Lausanne, Route de Berne 39",1100,46.5355201,6.6464842,vaud
1263,3,"Lausanne, Rue Pré-du-Marché 23",1610,46.5249940,6.6287842,vaud
1264,3.5,"Prilly, Chemin de l'Union 6",1370,46.5359556,6.6077810,vaud
1265,3.5,"Payerne, LA BLANCHERIE 13",1390,46.8166323,6.9397088,vaud
1266,2.5,"Morges, Route de Lausanne 64",1650,46.5162592,6.5074001,vaud
1267,2,"Lausanne, Av. de Béthusy 91",1500,46.5269367,6.6511693,vaud
1268,5,"1276 Gingins, Contact agency for the address",4200,46.4154590,6.1803754,vaud
1269,2,"Lausanne, Avenue de la Sallaz 39",1372,46.5319923,6.6460600,vaud
1270,3,"Lausanne, Rue du Bugnon 8",1881,46.5222169,6.6411163,vaud
1271,4.5,"Lausanne, Chemin de la Grangette 27",3600,46.5344902,6.6562684,vaud
1272,3.5,"Lausanne, Chemin des Diablerets 14",1890,46.5256575,6.6476956,vaud
1273,3,"Yverdon-les-Bains, Place Bel-Air 4",1620,46.7802094,6.6367619,vaud
1274,2,"La Tour-de-Peilz, Avenue de Bel-Air 84",1850,46.4564916,6.8614619,vaud
1275,3,"Chesières, Av. Centrale 8",3500,46.2969297,7.0392035,vaud
1276,3.5,"Vich, Pont - Farbel 11",2490,46.4138264,6.2556853,vaud
1277,3,"Lausanne, Chemin des Faverges 16",1850,46.5137200,6.6476643,vaud
1278,1,"Renens VD, Rue du Bugnon 55",800,46.5394275,6.5960561,vaud
1279,4.5,"1030 Bussigny, Contact agency for the address",2860,46.5517288,6.5591969,vaud
1280,2,"Lausanne, Chemin de Contigny 13",1284,46.5174265,6.6106821,vaud
1281,3,"Aigle, Chemin de la Planchette 9",1280,46.3195940,6.9586437,vaud
1282,6,"1006 Lausanne, Contact agency for the address",4700,46.5149810,6.6309730,vaud
1283,1,"Pully, Rue du port 26",650,46.5105982,6.6627570,vaud
1284,4.5,"Belmont-sur-Lausanne, Route des Monts-de-Lavaux 5a",3150,46.5233395,6.6775029,vaud
1285,3.5,"Renens VD, Chemin des Roses 10",1780,46.5337474,6.5923389,vaud
1286,2,"Rolle, Rue du Nord 17",1300,46.4573539,6.3370788,vaud
1287,3,"La Tour-de-Peilz, Avenue des Alpes 107",1770,46.4589848,6.8596672,vaud
1288,3.5,"Lausanne, Chemin du Couchant 30",2750,46.5208864,6.6080476,vaud
1289,1,"Lausanne, Rue du Maupas 42C",1010,46.5264129,6.6239173,vaud
1290,5.5,"1682 Villars-Bramard, Contact agency for the address",2600,46.7200278,6.9020839,vaud
1291,3.5,"Vevey, Avenue de l'Ile-Heureuse 26",1550,46.4602954,6.8565336,vaud
1292,4.5,"Lausanne, Chemin de Pierrefleur 66",2260,46.5392132,6.6134516,vaud
1293,1,"Bussigny, Rue de Lausanne 9",990,46.5501792,6.5536721,vaud
1294,3.5,"Lausanne, Chemin du Risoux 21A",1980,46.5290099,6.6101180,vaud
1295,3.5,"Savigny, Route de la Roche 4",2040,46.5445270,6.7053607,vaud
1296,3.5,"Moudon, Rue Mauborget 3",1450,46.6681698,6.7973008,vaud
1297,4,"1030 Bussigny, Contact agency for the address",2520,46.5508810,6.5564699,vaud
1298,1.5,"Chavannes-près-Renens, Avenue d' Epenex 3",1010,46.5375158,6.5768199,vaud
1299,4.5,"1012 Lausanne, Contact agency for the address",2280,46.5285588,6.6650526,vaud
1300,3.5,"Lausanne, Avenue de France 28",2350,46.5252530,6.6227487,vaud
1301,3,"Lausanne, Avenue de la Dôle 9",2250,46.5219745,6.6447795,vaud
1302,1,"Veytaux, Rue Bonivard 1B",1090,46.4204792,6.9264131,vaud
1303,2,"1008 Prilly, Contact agency for the address",N/A,46.5341916,6.6041834,vaud
1304,3,"1008 Prilly, Contact agency for the address",2100,46.5369027,6.6021050,vaud
1305,1,"Paudex, Ch. de la Charrettaz 1",950,46.5068994,6.6717670,vaud
1306,3,"1295 Mies, Contact agency for the address",1800,46.3036433,6.1615846,vaud
1307,3.5,"La Tour-de-Peilz, Rue des Terreaux 2",1900,46.4520080,6.8584742,vaud
1308,3,"Bullet, Route de Mauborget 20",895,46.8321436,6.5587581,vaud
1309,3.5,"Renens VD, Chemin du Mottey 22",1370,46.5249098,6.5979558,vaud
1310,1,"Lausanne, Chemin des Aubépines 8",760,46.5278732,6.6203273,vaud
1311,4,"Vich, Pont-Fabrel 11",2550,46.4265131,6.2514999,vaud
1312,4.5,"Pomy, Chemin de la Forge 9",2340,46.7603074,6.6665003,vaud
1313,3,"Nyon, Ch. des Cottages 7",1800,46.3936981,6.2290321,vaud
1314,3,"Lausanne, Chemin de Chandieu 12",2300,46.5123011,6.6388323,vaud
1315,3,"Prilly, Ch. du Vieux-Collège 16",1510,46.5343386,6.6091459,vaud
1316,4,"Lausanne, Avenue Charles-Secrétan 1",2500,46.5208518,6.6440058,vaud
1317,1.5,"Orbe, Grand-Rue 6",850,46.7245256,6.5322650,vaud
1318,4,"Yverdon-les-Bains, Quartier de la Prairie 27",1540,46.7747184,6.6526091,vaud
1319,1,"Lausanne, Avenue de Morges 76",960,46.5275486,6.6068777,vaud
1320,1,"1176 St-Livres, Contact agency for the address",1690,46.5023783,6.3934813,vaud
1321,2,"Gland, Ch. du Molard 22",1300,46.4264811,6.2615004,vaud
1322,2.5,"Lausanne, Chemin des Diablerets 7",1790,46.5254370,6.6462989,vaud
1323,3.5,"Lausanne, Chemin du Risoux 21 A",1980,46.5290099,6.6101180,vaud
1324,3,"Lausanne, Chemin des Croix-Rouges 3",1600,46.5206619,6.6217760,vaud
1325,3.5,"Vich, Pont-Farbel 11",2490,46.4138264,6.2556853,vaud
1326,4.5,"Pully, Chemin du Coteau 15",4450,46.5117918,6.6542884,vaud
1327,3,"Morges, Chemin de Tolochenaz 21",1700,46.5091500,6.4801288,vaud
1328,2,"Chavannes-près-Renens, Avenue de la Gare 45",1183,46.5316886,6.5763876,vaud
1329,1,"Nyon, Ch. des Cottages 7",980,46.3936981,6.2290321,vaud
1330,1,"Les Diablerets, Route du Pillon 185",1200,46.3508697,7.1633416,vaud
1331,3.5,"Lausanne, Avenue de la Confrérie 16",1460,46.5298847,6.6076937,vaud
1332,1,"Aigle, Chemin de la Planchette 9",N/A,46.3195940,6.9586437,vaud
1333,2.5,"1145 Bière, Contact agency for the address",1300,46.5379401,6.3333022,vaud
1334,4,"1400 Yverdon-les-Bains, Contact agency for the address",1540,46.7789822,6.6412270,vaud
1335,3,"Lausanne, av. de France 18a",2054,46.5247648,6.6234769,vaud
1336,4.5,"Aigle, Ruelle de la Croix-Blanche 7",2050,46.3194801,6.9693449,vaud
1337,4.5,"Yverdon-les-Bains, Rue des Fleurettes 34",1750,46.7839856,6.6314098,vaud
1338,2.5,"Lausanne, Chemin du Couchant 30",1650,46.5208864,6.6080476,vaud
1339,2.5,"Renens VD, Rue du Chêne 5",2160,46.5307034,6.5909748,vaud
1340,3,"1820 Montreux, Contact agency for the address",2890,46.4365983,6.9115341,vaud
1341,4.5,"Lausanne, Av. d'Echallens 8",2485,46.5253027,6.6208157,vaud
1342,3.5,"Vevey, Route de St-Légier 15 C",2050,46.4622627,6.8543144,vaud
1343,2,"Renens VD, Avenue de Longemalle 18",1300,46.5260709,6.5948286,vaud
1344,3.5,"1009 Pully, Contact agency for the address",5345,46.5082956,6.6646403,vaud
1345,1,"Lausanne, Rue de la Louve 2",750,46.5221263,6.6316762,vaud
1346,3.5,"Nyon, Route de Saint-Cergue 72",3200,46.3912879,6.2308012,vaud
1347,1,"Bussigny, Rue de Lausanne 9",990,46.5501792,6.5536721,vaud
1348,4.5,"Pully, Boulevard de la Forêt 41",2850,46.5223526,6.6662209,vaud
1349,3,"Prilly, Avenue de la Vallombreuse 107",1690,46.5408406,6.6087954,vaud
1350,2,"Lausanne, 4, rue Grand-St-Jean",2575,46.5213648,6.6317929,vaud
1351,5.5,"Grandson, Chemin du Grandsonnet 13",2450,46.8083227,6.6414414,vaud
1352,3,"Orbe, Place du Marché 6",1630,46.7243933,6.5322571,vaud
1353,4.5,"1008 Prilly, Contact agency for the address",3800,46.5318497,6.6043890,vaud
1354,2.5,"Pully, Prieuré 19",2150,46.5106029,6.6618605,vaud
1355,3,"Payerne, rue des Moulins 4",1490,46.8211519,6.9361035,vaud
1356,3,"Lausanne, Avenue de Collonges 33",2150,46.5297491,6.6190903,vaud
1357,1.5,"Lausanne, Route de Berne 109",890,46.5392027,6.6508188,vaud
1358,2,"Pully, Chemin de Montillier 7",1200,46.5145091,6.6584950,vaud
1359,3.5,"St-Légier-La Chiésaz, Chemin de la Grangette 10",1500,46.4744408,6.8676927,vaud
1360,1.5,"Pully, Chemin de Mallieu 13",993,46.5079132,6.6681135,vaud
